销售日期,品类,qty,星期
2022-11-22,花菜类,36.972,1
2022-11-23,花菜类,31.84,2
2022-11-24,花菜类,31.131,3
2022-11-25,花菜类,46.435,4
2022-11-26,花菜类,47.408,5
2022-11-27,花菜类,3.192,6
2022-11-28,花菜类,10.708,0
2022-11-29,花菜类,7.624,1
2022-12-04,花菜类,24.722,6
2022-12-05,花菜类,30.282,0
2022-12-06,花菜类,38.551,1
2022-12-07,花菜类,25.636,2
2022-12-08,花菜类,46.357,3
2022-12-09,花菜类,41.33,4
2022-12-10,花菜类,55.053,5
2022-12-11,花菜类,62.536,6
2022-12-12,花菜类,27.823,0
2022-12-13,花菜类,37.876,1
2022-12-14,花菜类,40.701,2
2022-12-15,花菜类,44.891,3
2022-12-16,花菜类,28.131,4
2022-12-17,花菜类,43.945,5
2022-12-18,花菜类,68.962,6
2022-12-19,花菜类,47.456,0
2022-12-20,花菜类,45.501,1
2022-12-21,花菜类,76.358,2
2022-12-22,花菜类,33.671,3
2022-12-23,花菜类,29.486,4
2022-12-24,花菜类,47.279,5
2022-12-25,花菜类,51.941,6
2022-12-26,花菜类,27.857,0
2022-12-27,花菜类,39.591,1
2022-12-28,花菜类,36.052,2
2022-12-29,花菜类,25.895,3
2022-12-30,花菜类,29.769,4
2022-12-31,花菜类,39.573,5
2023-01-01,花菜类,39.38,6
2023-01-02,花菜类,36.172,0
2023-01-03,花菜类,30.654,1
2023-01-04,花菜类,27.843,2
2023-01-05,花菜类,25.709,3
2023-01-06,花菜类,27.047,4
2023-01-07,花菜类,24.605999999999998,5
2023-01-08,花菜类,34.433,6
2023-01-09,花菜类,31.341,0
2023-01-10,花菜类,15.292,1
2023-01-11,花菜类,31.198999999999998,2
2023-01-12,花菜类,27.908,3
2023-01-13,花菜类,29.708000000000002,4
2023-01-14,花菜类,55.134,5
2023-01-15,花菜类,61.584,6
2023-01-16,花菜类,46.516,0
2023-01-17,花菜类,39.869,1
2023-01-18,花菜类,58.399,2
2023-01-19,花菜类,104.101,3
2023-01-20,花菜类,138.142,4
2023-01-22,花菜类,34.134,6
2023-01-23,花菜类,66.018,0
2023-01-24,花菜类,89.421,1
2023-01-25,花菜类,114.337,2
2023-01-26,花菜类,60.15,3
2023-01-27,花菜类,69.283,4
2023-01-28,花菜类,43.626,5
2023-01-29,花菜类,40.249,6
2023-01-30,花菜类,42.686,0
2023-01-31,花菜类,37.502,1
2023-02-01,花菜类,33.307,2
2023-02-02,花菜类,41.747,3
2023-02-03,花菜类,53.285000000000004,4
2023-02-04,花菜类,39.93,5
2023-02-05,花菜类,39.59,6
2023-02-06,花菜类,34.646,0
2023-02-07,花菜类,33.83,1
2023-02-08,花菜类,35.924,2
2023-02-09,花菜类,30.833,3
2023-02-10,花菜类,31.996,4
2023-02-11,花菜类,53.417,5
2023-02-12,花菜类,48.809,6
2023-02-13,花菜类,33.601,0
2023-02-14,花菜类,37.56,1
2023-02-15,花菜类,31.355,2
2023-02-16,花菜类,34.159,3
2023-02-17,花菜类,38.594,4
2023-02-18,花菜类,48.488,5
2023-02-19,花菜类,45.805,6
2023-02-20,花菜类,29.447,0
2023-02-21,花菜类,29.466,1
2023-02-22,花菜类,29.54,2
2023-02-23,花菜类,33.284,3
2023-02-24,花菜类,31.17,4
2023-02-25,花菜类,44.994,5
2023-02-26,花菜类,47.396,6
2023-02-27,花菜类,13.221,0
2023-02-28,花菜类,27.118,1
2023-03-01,花菜类,23.98,2
2023-03-02,花菜类,28.182,3
2023-03-03,花菜类,34.915,4
2023-03-04,花菜类,33.769,5
2023-03-05,花菜类,47.699,6
2023-03-06,花菜类,23.166,0
2023-03-07,花菜类,31.21,1
2023-03-08,花菜类,22.18,2
2023-03-09,花菜类,22.245,3
2023-03-10,花菜类,12.423,4
2023-03-11,花菜类,15.802,5
2023-03-12,花菜类,19.536,6
2023-03-13,花菜类,10.596,0
2023-03-14,花菜类,9.076,1
2023-03-15,花菜类,9.683,2
2023-03-16,花菜类,31.584,3
2023-03-17,花菜类,48.093,4
2023-03-18,花菜类,59.217,5
2023-03-19,花菜类,49.399,6
2023-03-20,花菜类,37.566,0
2023-03-21,花菜类,35.803,1
2023-03-22,花菜类,27.368,2
2023-03-23,花菜类,29.488,3
2023-03-24,花菜类,33.301,4
2023-03-25,花菜类,28.459,5
2023-03-26,花菜类,48.675,6
2023-03-27,花菜类,20.459,0
2023-03-28,花菜类,18.519,1
2023-03-29,花菜类,26.46,2
2023-03-30,花菜类,25.925,3
2023-03-31,花菜类,34.604,4
2023-04-01,花菜类,35.079,5
2023-04-02,花菜类,39.362,6
2023-04-03,花菜类,16.457,0
2023-04-04,花菜类,20.022,1
2023-04-05,花菜类,45.417,2
2023-04-06,花菜类,23.05,3
2023-04-07,花菜类,31.899,4
2023-04-08,花菜类,35.691,5
2023-04-09,花菜类,30.536,6
2023-04-10,花菜类,18.365,0
2023-04-11,花菜类,15.788,1
2023-04-12,花菜类,17.265,2
2023-04-13,花菜类,19.775,3
2023-04-14,花菜类,18.183,4
2023-04-15,花菜类,20.852,5
2023-04-16,花菜类,23.472,6
2023-04-17,花菜类,14.475,0
2023-04-18,花菜类,16.779,1
2023-04-19,花菜类,19.103,2
2023-04-20,花菜类,19.807,3
2023-04-21,花菜类,26.17,4
2023-04-22,花菜类,40.026,5
2023-04-23,花菜类,22.853,6
2023-04-24,花菜类,17.855999999999998,0
2023-04-25,花菜类,15.89,1
2023-04-26,花菜类,21.236,2
2023-04-27,花菜类,14.24,3
2023-04-28,花菜类,22.806,4
2023-04-29,花菜类,27.577,5
2023-04-30,花菜类,25.487000000000002,6
2023-05-01,花菜类,29.389,0
2023-05-02,花菜类,22.365,1
2023-05-03,花菜类,32.371,2
2023-05-04,花菜类,32.652,3
2023-05-05,花菜类,28.675,4
2023-05-06,花菜类,34.087,5
2023-05-07,花菜类,54.158,6
2023-05-08,花菜类,17.863,0
2023-05-09,花菜类,25.81,1
2023-05-10,花菜类,26.422,2
2023-05-11,花菜类,23.274,3
2023-05-12,花菜类,21.507,4
2023-05-13,花菜类,45.087,5
2023-05-14,花菜类,43.642,6
2023-05-15,花菜类,27.764,0
2023-05-16,花菜类,26.009,1
2023-05-17,花菜类,19.914,2
2023-05-18,花菜类,22.684,3
2023-05-19,花菜类,20.153,4
2023-05-20,花菜类,27.242,5
2023-05-21,花菜类,29.13,6
2023-05-22,花菜类,14.808,0
2023-05-23,花菜类,20.181,1
2023-05-24,花菜类,15.923,2
2023-05-25,花菜类,14.565,3
2023-05-26,花菜类,24.236,4
2023-05-27,花菜类,41.279,5
2023-05-28,花菜类,36.971000000000004,6
2023-05-29,花菜类,16.312,0
2023-05-30,花菜类,14.652000000000001,1
2023-05-31,花菜类,16.723,2
2023-06-01,花菜类,19.364,3
2023-06-02,花菜类,16.172,4
2023-06-03,花菜类,33.243,5
2023-06-04,花菜类,25.117,6
2023-06-05,花菜类,22.57,0
2023-06-06,花菜类,21.351,1
2023-06-07,花菜类,11.835,2
2023-06-08,花菜类,15.446,3
2023-06-09,花菜类,13.684,4
2023-06-10,花菜类,26.766,5
2023-06-11,花菜类,25.472,6
2023-06-12,花菜类,17.143,0
2023-06-13,花菜类,10.189,1
2023-06-14,花菜类,9.175,2
2023-06-15,花菜类,9.804,3
2023-06-16,花菜类,22.692,4
2023-06-17,花菜类,26.791,5
2023-06-18,花菜类,23.098,6
2023-06-19,花菜类,12.363,0
2023-06-20,花菜类,13.919,1
2023-06-21,花菜类,16.697,2
2023-06-22,花菜类,17.912,3
2023-06-23,花菜类,9.279,4
2023-06-24,花菜类,11.548,5
2023-06-25,花菜类,10.681,6
2023-06-26,花菜类,8.083,0
2023-06-27,花菜类,14.272,1
2023-06-28,花菜类,16.069,2
2023-06-29,花菜类,24.367,3
2023-06-30,花菜类,28.087,4
2020-07-01,茄类,35.374,2
2020-07-02,茄类,32.199,3
2020-07-03,茄类,35.896,4
2020-07-04,茄类,57.067,5
2020-07-05,茄类,61.816,6
2020-07-06,茄类,30.727,0
2020-07-07,茄类,32.112,1
2020-07-08,茄类,39.67,2
2020-07-09,茄类,25.921,3
2020-07-10,茄类,37.86,4
2020-07-11,茄类,68.277,5
2020-07-12,茄类,81.706,6
2020-07-13,茄类,44.379,0
2020-07-14,茄类,34.747,1
2020-07-15,茄类,38.17,2
2020-07-16,茄类,26.586,3
2020-07-17,茄类,37.251,4
2020-07-18,茄类,56.585,5
2020-07-19,茄类,71.772,6
2020-07-20,茄类,33.947,0
2020-07-21,茄类,27.094,1
2020-07-22,茄类,48.247,2
2020-07-23,茄类,44.142,3
2020-07-24,茄类,34.97,4
2020-07-25,茄类,61.874,5
2020-07-26,茄类,69.521,6
2020-07-27,茄类,36.121,0
2020-07-28,茄类,40.34,1
2020-07-29,茄类,40.777,2
2020-07-30,茄类,46.311,3
2020-07-31,茄类,34.092,4
2020-08-01,茄类,48.805,5
2020-08-02,茄类,50.893,6
2020-08-03,茄类,45.191,0
2020-08-04,茄类,30.591,1
2020-08-05,茄类,49.472,2
2020-08-06,茄类,31.596,3
2020-08-07,茄类,51.799,4
2020-08-08,茄类,63.764,5
2020-08-09,茄类,51.835,6
2020-08-10,茄类,47.664,0
2020-08-11,茄类,33.572,1
2020-08-12,茄类,36.009,2
2020-08-13,茄类,31.109,3
2020-08-14,茄类,37.826,4
2020-08-15,茄类,43.278999999999996,5
2020-08-16,茄类,48.366,6
2020-08-17,茄类,35.014,0
2020-08-18,茄类,34.019,1
2020-08-19,茄类,30.347,2
2020-08-20,茄类,37.957,3
2020-08-21,茄类,29.694,4
2020-08-22,茄类,30.422,5
2020-08-23,茄类,47.316,6
2020-08-24,茄类,26.874,0
2020-08-25,茄类,23.272,1
2020-08-26,茄类,30.722,2
2020-08-27,茄类,19.129,3
2020-08-28,茄类,24.597,4
2020-08-29,茄类,30.675,5
2020-08-30,茄类,21.641000000000002,6
2020-08-31,茄类,15.943,0
2020-09-01,茄类,26.329,1
2020-09-02,茄类,13.873000000000001,2
2020-09-03,茄类,14.172,3
2020-09-04,茄类,20.233,4
2020-09-05,茄类,33.731,5
2020-09-06,茄类,33.397,6
2020-09-07,茄类,17.365000000000002,0
2020-09-08,茄类,20.623,1
2020-09-09,茄类,12.041,2
2020-09-10,茄类,16.916,3
2020-09-11,茄类,22.019,4
2020-09-12,茄类,21.411,5
2020-09-13,茄类,28.737,6
2020-09-14,茄类,16.134,0
2020-09-15,茄类,13.243,1
2020-09-16,茄类,15.194,2
2020-09-17,茄类,22.924,3
2020-09-18,茄类,13.805,4
2020-09-19,茄类,30.406,5
2020-09-20,茄类,41.474,6
2020-09-21,茄类,20.868,0
2020-09-22,茄类,25.819,1
2020-09-23,茄类,22.515,2
2020-09-24,茄类,18.9,3
2020-09-25,茄类,26.529,4
2020-09-26,茄类,33.517,5
2020-09-27,茄类,20.532,6
2020-09-28,茄类,18.401,0
2020-09-29,茄类,24.719,1
2020-09-30,茄类,25.865,2
2020-10-01,茄类,32.482,3
2020-10-02,茄类,38.762,4
2020-10-03,茄类,63.535,5
2020-10-04,茄类,43.849,6
2020-10-05,茄类,31.128,0
2020-10-06,茄类,42.318,1
2020-10-07,茄类,29.085,2
2020-10-08,茄类,33.49,3
2020-10-09,茄类,24.289,4
2020-10-10,茄类,26.814,5
2020-10-11,茄类,34.726,6
2020-10-12,茄类,17.876,0
2020-10-13,茄类,23.119,1
2020-10-14,茄类,13.741999999999999,2
2020-10-15,茄类,19.447,3
2020-10-16,茄类,20.139,4
2020-10-17,茄类,30.556,5
2020-10-18,茄类,36.361,6
2020-10-19,茄类,20.03,0
2020-10-20,茄类,13.777,1
2020-10-21,茄类,15.327,2
2020-10-22,茄类,14.725,3
2020-10-23,茄类,14.427,4
2020-10-24,茄类,22.221,5
2020-10-25,茄类,30.136,6
2020-10-26,茄类,10.797,0
2020-10-27,茄类,13.444,1
2020-10-28,茄类,12.238,2
2020-10-29,茄类,14.436,3
2020-10-30,茄类,12.192,4
2020-10-31,茄类,16.499,5
2020-11-01,茄类,15.407,6
2020-11-02,茄类,11.378,0
2020-11-03,茄类,10.846,1
2020-11-04,茄类,10.702,2
2020-11-05,茄类,9.067,3
2020-11-06,茄类,7.22,4
2020-11-07,茄类,10.878,5
2020-11-08,茄类,16.906,6
2020-11-09,茄类,10.063,0
2020-11-10,茄类,9.574,1
2020-11-11,茄类,15.584999999999999,2
2020-11-12,茄类,15.508000000000001,3
2020-11-13,茄类,8.044,4
2020-11-14,茄类,18.146,5
2020-11-15,茄类,17.736,6
2020-11-16,茄类,15.672,0
2020-11-17,茄类,12.224,1
2020-11-18,茄类,15.946,2
2020-11-19,茄类,12.808,3
2020-11-20,茄类,9.804,4
2020-11-21,茄类,25.15,5
2020-11-22,茄类,26.933,6
2020-11-23,茄类,15.902,0
2020-11-24,茄类,13.897,1
2020-11-25,茄类,13.199,2
2020-11-26,茄类,12.868,3
2020-11-27,茄类,13.175,4
2020-11-28,茄类,18.759,5
2020-11-29,茄类,20.702,6
2020-11-30,茄类,18.29,0
2020-12-01,茄类,9.271,1
2020-12-02,茄类,9.603,2
2020-12-03,茄类,12.913,3
2020-12-04,茄类,11.517,4
2020-12-05,茄类,18.692999999999998,5
2020-12-06,茄类,18.881,6
2020-12-07,茄类,10.536999999999999,0
2020-12-08,茄类,10.904,1
2020-12-09,茄类,9.89,2
2020-12-10,茄类,11.411,3
2020-12-11,茄类,14.918,4
2020-12-12,茄类,11.965,5
2020-12-13,茄类,20.845,6
2020-12-14,茄类,12.715,0
2020-12-15,茄类,10.295,1
2020-12-16,茄类,9.313,2
2020-12-17,茄类,12.154,3
2020-12-18,茄类,19.541,4
2020-12-19,茄类,14.524000000000001,5
2020-12-20,茄类,14.386,6
2020-12-21,茄类,12.997,0
2020-12-22,茄类,11.078999999999999,1
2020-12-23,茄类,9.4,2
2020-12-24,茄类,9.801,3
2020-12-25,茄类,10.328,4
2020-12-26,茄类,16.19,5
2020-12-27,茄类,11.874,6
2020-12-28,茄类,13.266,0
2020-12-29,茄类,12.741,1
2020-12-30,茄类,16.318,2
2020-12-31,茄类,20.725,3
2021-01-01,茄类,18.037,4
2021-01-02,茄类,18.302,5
2021-01-03,茄类,13.385,6
2021-01-04,茄类,9.867,0
2021-01-05,茄类,14.439,1
2021-01-06,茄类,13.689,2
2021-01-07,茄类,12.56,3
2021-01-08,茄类,12.049,4
2021-01-09,茄类,17.965,5
2021-01-10,茄类,23.755,6
2021-01-11,茄类,15.841,0
2021-01-12,茄类,6.304,1
2021-01-13,茄类,0.0,2
2021-01-14,茄类,18.643,3
2021-01-15,茄类,14.644,4
2021-01-16,茄类,20.109,5
2021-01-17,茄类,24.613,6
2021-01-18,茄类,10.266,0
2021-01-19,茄类,9.304,1
2021-01-20,茄类,19.321,2
2021-01-21,茄类,23.411,3
2021-01-22,茄类,12.333,4
2021-01-23,茄类,20.333,5
2021-01-24,茄类,23.807,6
2021-01-25,茄类,20.041,0
2021-01-26,茄类,16.078,1
2021-01-27,茄类,11.937,2
2021-01-28,茄类,17.792,3
2021-01-29,茄类,15.072,4
2021-01-30,茄类,23.084,5
2021-01-31,茄类,24.61,6
2021-02-01,茄类,13.664,0
2021-02-02,茄类,24.133,1
2021-02-03,茄类,14.938,2
2021-02-04,茄类,27.716,3
2021-02-05,茄类,25.906,4
2021-02-06,茄类,39.051,5
2021-02-07,茄类,43.635,6
2021-02-08,茄类,58.326,0
2021-02-09,茄类,87.912,1
2021-02-10,茄类,118.931,2
2021-02-13,茄类,28.967,5
2021-02-14,茄类,25.06,6
2021-02-15,茄类,39.655,0
2021-02-16,茄类,31.647,1
2021-02-17,茄类,30.358,2
2021-02-18,茄类,18.169999999999998,3
2021-02-19,茄类,13.769,4
2021-02-20,茄类,21.798000000000002,5
2021-02-21,茄类,33.803,6
2021-02-22,茄类,15.47,0
2021-02-23,茄类,25.429,1
2021-02-24,茄类,22.668,2
2021-02-25,茄类,34.618,3
2021-02-26,茄类,31.286,4
2021-02-27,茄类,22.579,5
2021-02-28,茄类,27.705,6
2021-03-01,茄类,27.232,0
2021-03-02,茄类,16.541,1
2021-03-03,茄类,23.654,2
2021-03-04,茄类,20.344,3
2021-03-05,茄类,22.986,4
2021-03-06,茄类,38.176,5
2021-03-07,茄类,26.748,6
2021-03-08,茄类,19.815,0
2021-03-09,茄类,20.838,1
2021-03-10,茄类,14.35,2
2021-03-11,茄类,16.37,3
2021-03-12,茄类,23.836000000000002,4
2021-03-13,茄类,26.434,5
2021-03-14,茄类,17.721,6
2021-03-15,茄类,13.658,0
2021-03-16,茄类,13.577,1
2021-03-17,茄类,19.313,2
2021-03-18,茄类,11.866,3
2021-03-19,茄类,16.235,4
2021-03-20,茄类,21.477,5
2021-03-21,茄类,17.948999999999998,6
2021-03-22,茄类,11.561,0
2021-03-23,茄类,19.312,1
2021-03-24,茄类,15.113,2
2021-03-25,茄类,14.621,3
2021-03-26,茄类,21.313,4
2021-03-27,茄类,26.111,5
2021-03-28,茄类,19.628,6
2021-03-29,茄类,16.139,0
2021-03-30,茄类,21.407,1
2021-03-31,茄类,21.649,2
2021-04-01,茄类,20.604,3
2021-04-02,茄类,20.665,4
2021-04-03,茄类,32.71,5
2021-04-04,茄类,22.976,6
2021-04-05,茄类,16.492,0
2021-04-06,茄类,3.138,1
2021-04-07,茄类,16.213,2
2021-04-08,茄类,20.319,3
2021-04-09,茄类,17.451,4
2021-04-10,茄类,25.525,5
2021-04-11,茄类,24.902,6
2021-04-12,茄类,10.203,0
2021-04-13,茄类,13.4,1
2021-04-14,茄类,18.975,2
2021-04-15,茄类,12.151,3
2021-04-16,茄类,15.371,4
2021-04-17,茄类,20.407,5
2021-04-18,茄类,28.972,6
2021-04-19,茄类,17.311,0
2021-04-20,茄类,16.233999999999998,1
2021-04-21,茄类,26.622,2
2021-04-22,茄类,15.227,3
2021-04-23,茄类,27.427,4
2021-04-24,茄类,37.796,5
2021-04-25,茄类,24.708000000000002,6
2021-04-26,茄类,12.618,0
2021-04-27,茄类,31.041999999999998,1
2021-04-28,茄类,27.487000000000002,2
2021-04-29,茄类,15.705,3
2021-04-30,茄类,26.786,4
2021-05-01,茄类,19.976,5
2021-05-02,茄类,22.784,6
2021-05-03,茄类,25.175,0
2021-05-04,茄类,18.032,1
2021-05-05,茄类,17.339,2
2021-05-06,茄类,22.682,3
2021-05-07,茄类,20.724,4
2021-05-08,茄类,22.625,5
2021-05-09,茄类,30.75,6
2021-05-10,茄类,24.956,0
2021-05-11,茄类,26.533,1
2021-05-12,茄类,19.247,2
2021-05-13,茄类,20.687,3
2021-05-14,茄类,32.193,4
2021-05-15,茄类,40.776,5
2021-05-16,茄类,19.009,6
2021-05-17,茄类,29.921,0
2021-05-18,茄类,23.783,1
2021-05-19,茄类,20.578,2
2021-05-20,茄类,22.177,3
2021-05-21,茄类,21.886,4
2021-05-22,茄类,25.845,5
2021-05-23,茄类,42.331,6
2021-05-24,茄类,17.043,0
2021-05-25,茄类,17.94,1
2021-05-26,茄类,15.81,2
2021-05-27,茄类,15.645,3
2021-05-28,茄类,16.472,4
2021-05-29,茄类,18.291,5
2021-05-30,茄类,27.038,6
2021-05-31,茄类,25.363,0
2021-06-01,茄类,26.938000000000002,1
2021-06-02,茄类,27.706,2
2021-06-03,茄类,11.679,3
2021-06-04,茄类,16.743,4
2021-06-05,茄类,36.367,5
2021-06-06,茄类,30.644000000000002,6
2021-06-07,茄类,29.868,0
2021-06-08,茄类,24.611,1
2021-06-09,茄类,19.353,2
2021-06-10,茄类,24.961,3
2021-06-11,茄类,16.567,4
2021-06-12,茄类,48.073,5
2021-06-13,茄类,40.009,6
2021-06-14,茄类,37.545,0
2021-06-15,茄类,20.698,1
2021-06-16,茄类,19.793,2
2021-06-17,茄类,28.237000000000002,3
2021-06-18,茄类,27.339,4
2021-06-19,茄类,30.488,5
2021-06-20,茄类,61.881,6
2021-06-21,茄类,18.566,0
2021-06-22,茄类,30.314,1
2021-06-23,茄类,24.858999999999998,2
2021-06-24,茄类,19.543,3
2021-06-25,茄类,12.896,4
2021-06-26,茄类,35.449,5
2021-06-27,茄类,31.776,6
2021-06-28,茄类,21.088,0
2021-06-29,茄类,19.721,1
2021-06-30,茄类,27.425,2
2021-07-01,茄类,26.278,3
2021-07-02,茄类,28.565,4
2021-07-03,茄类,47.285,5
2021-07-04,茄类,39.241,6
2021-07-05,茄类,49.588,0
2021-07-06,茄类,49.005,1
2021-07-07,茄类,31.752,2
2021-07-08,茄类,33.078,3
2021-07-09,茄类,22.810000000000002,4
2021-07-10,茄类,49.929,5
2021-07-11,茄类,40.365,6
2021-07-12,茄类,24.025,0
2021-07-13,茄类,28.125,1
2021-07-14,茄类,20.281,2
2021-07-15,茄类,17.221,3
2021-07-16,茄类,53.38,4
2021-07-17,茄类,29.918,5
2021-07-18,茄类,31.604,6
2021-07-19,茄类,19.986,0
2021-07-20,茄类,19.324,1
2021-07-21,茄类,22.554,2
2021-07-22,茄类,26.636,3
2021-07-23,茄类,19.1,4
2021-07-24,茄类,37.029,5
2021-07-25,茄类,29.736,6
2021-07-26,茄类,16.386,0
2021-07-27,茄类,20.927,1
2021-07-28,茄类,15.551,2
2021-07-29,茄类,59.522,3
2021-07-30,茄类,33.845,4
2021-07-31,茄类,24.536,5
2021-08-01,茄类,20.536,6
2021-08-02,茄类,35.577,0
2021-08-03,茄类,48.444,1
2021-08-04,茄类,33.147,2
2021-08-05,茄类,29.12,3
2021-08-06,茄类,20.331,4
2021-08-07,茄类,23.784,5
2021-08-08,茄类,32.192,6
2021-08-09,茄类,31.015,0
2021-08-10,茄类,22.361,1
2021-08-11,茄类,25.757,2
2021-08-12,茄类,37.175,3
2021-08-13,茄类,49.079,4
2021-08-14,茄类,35.09,5
2021-08-15,茄类,31.245,6
2021-08-16,茄类,24.663,0
2021-08-17,茄类,28.565,1
2021-08-18,茄类,25.035,2
2021-08-19,茄类,31.478,3
2021-08-20,茄类,25.752,4
2021-08-21,茄类,33.887,5
2021-08-22,茄类,21.861,6
2021-08-23,茄类,29.713,0
2021-08-24,茄类,22.695,1
2021-08-25,茄类,27.139,2
2021-08-26,茄类,34.842,3
2021-08-27,茄类,33.381,4
2021-08-28,茄类,34.078,5
2021-08-29,茄类,39.917,6
2021-08-30,茄类,41.208,0
2021-08-31,茄类,39.432,1
2021-09-01,茄类,27.264,2
2021-09-02,茄类,24.511,3
2021-09-03,茄类,20.685,4
2021-09-04,茄类,26.823,5
2021-09-05,茄类,30.823,6
2021-09-06,茄类,20.716,0
2021-09-07,茄类,19.175,1
2021-09-08,茄类,16.32,2
2021-09-09,茄类,12.804,3
2021-09-10,茄类,13.491,4
2021-09-11,茄类,26.026,5
2021-09-12,茄类,34.906,6
2021-09-13,茄类,26.428,0
2021-09-14,茄类,24.411,1
2021-09-15,茄类,20.887,2
2021-09-16,茄类,28.808,3
2021-09-17,茄类,22.689,4
2021-09-18,茄类,25.935,5
2021-09-19,茄类,46.835,6
2021-09-20,茄类,40.869,0
2021-09-21,茄类,32.084,1
2021-09-22,茄类,31.009,2
2021-09-23,茄类,22.845,3
2021-09-24,茄类,15.31,4
2021-09-25,茄类,35.554,5
2021-09-26,茄类,28.75,6
2021-09-27,茄类,11.333,0
2021-09-28,茄类,19.695999999999998,1
2021-09-29,茄类,14.816,2
2021-09-30,茄类,18.757,3
2021-10-01,茄类,36.474,4
2021-10-02,茄类,31.701,5
2021-10-03,茄类,27.065,6
2021-10-04,茄类,20.632,0
2021-10-05,茄类,35.634,1
2021-10-06,茄类,23.643,2
2021-10-07,茄类,20.343,3
2021-10-08,茄类,23.041,4
2021-10-09,茄类,16.791999999999998,5
2021-10-10,茄类,24.273,6
2021-10-11,茄类,14.56,0
2021-10-12,茄类,12.799,1
2021-10-13,茄类,11.277000000000001,2
2021-10-14,茄类,10.191,3
2021-10-15,茄类,10.811,4
2021-10-16,茄类,14.772,5
2021-10-17,茄类,13.639,6
2021-10-18,茄类,10.502,0
2021-10-19,茄类,8.766,1
2021-10-20,茄类,8.978,2
2021-10-21,茄类,11.262,3
2021-10-22,茄类,5.062,4
2021-10-23,茄类,9.346,5
2021-10-24,茄类,11.389,6
2021-10-25,茄类,7.279,0
2021-10-26,茄类,8.68,1
2021-10-27,茄类,6.836,2
2021-10-28,茄类,3.122,3
2021-10-29,茄类,11.124,4
2021-10-30,茄类,12.133000000000001,5
2021-10-31,茄类,8.639,6
2021-11-01,茄类,10.293000000000001,0
2021-11-02,茄类,13.551,1
2021-11-03,茄类,5.176,2
2021-11-04,茄类,12.227,3
2021-11-05,茄类,6.524,4
2021-11-06,茄类,9.658,5
2021-11-07,茄类,14.185,6
2021-11-08,茄类,10.662,0
2021-11-09,茄类,3.419,1
2021-11-10,茄类,3.044,2
2021-11-11,茄类,3.602,3
2021-11-12,茄类,10.337,4
2021-11-13,茄类,10.383000000000001,5
2021-11-14,茄类,14.612,6
2021-11-15,茄类,7.194,0
2021-11-16,茄类,2.8339999999999996,1
2021-11-17,茄类,7.203,2
2021-11-18,茄类,3.246,3
2021-11-19,茄类,6.776,4
2021-11-20,茄类,9.051,5
2021-11-21,茄类,17.990000000000002,6
2021-11-22,茄类,9.175,0
2021-11-23,茄类,5.163,1
2021-11-24,茄类,9.217,2
2021-11-25,茄类,5.166,3
2021-11-26,茄类,6.0600000000000005,4
2021-11-27,茄类,11.622,5
2021-11-28,茄类,9.693999999999999,6
2021-11-29,茄类,5.796,0
2021-11-30,茄类,7.103,1
2021-12-01,茄类,5.252,2
2021-12-02,茄类,4.474,3
2021-12-03,茄类,5.683,4
2021-12-04,茄类,9.205,5
2021-12-05,茄类,10.65,6
2021-12-06,茄类,8.862,0
2021-12-07,茄类,6.648000000000001,1
2021-12-08,茄类,7.96,2
2021-12-09,茄类,7.2540000000000004,3
2021-12-10,茄类,8.928,4
2021-12-11,茄类,10.714,5
2021-12-12,茄类,10.426,6
2021-12-13,茄类,1.537,0
2021-12-14,茄类,5.4719999999999995,1
2021-12-15,茄类,6.299,2
2021-12-16,茄类,4.506,3
2021-12-17,茄类,10.173,4
2021-12-18,茄类,11.996,5
2021-12-19,茄类,9.451,6
2021-12-20,茄类,6.115,0
2021-12-21,茄类,6.431,1
2021-12-22,茄类,4.455,2
2021-12-23,茄类,6.563,3
2021-12-24,茄类,8.624,4
2021-12-25,茄类,13.596,5
2021-12-26,茄类,9.123,6
2021-12-27,茄类,5.35,0
2021-12-28,茄类,5.317,1
2021-12-29,茄类,3.0269999999999997,2
2021-12-30,茄类,11.272,3
2021-12-31,茄类,12.997,4
2022-01-01,茄类,18.428,5
2022-01-02,茄类,13.349,6
2022-01-03,茄类,12.782,0
2022-01-04,茄类,8.174,1
2022-01-05,茄类,9.827,2
2022-01-06,茄类,7.001,3
2022-01-07,茄类,16.284,4
2022-01-08,茄类,14.224,5
2022-01-09,茄类,11.879,6
2022-01-10,茄类,8.581999999999999,0
2022-01-11,茄类,10.573,1
2022-01-12,茄类,10.637,2
2022-01-13,茄类,12.889,3
2022-01-14,茄类,6.196,4
2022-01-15,茄类,9.146,5
2022-01-16,茄类,14.67,6
2022-01-17,茄类,10.665,0
2022-01-18,茄类,8.478,1
2022-01-19,茄类,4.2059999999999995,2
2022-01-20,茄类,22.912,3
2022-01-21,茄类,23.798000000000002,4
2022-01-22,茄类,22.592,5
2022-01-23,茄类,25.009,6
2022-01-24,茄类,25.579,0
2022-01-25,茄类,26.834,1
2022-01-26,茄类,31.875,2
2022-01-27,茄类,21.963,3
2022-01-28,茄类,54.803,4
2022-01-29,茄类,85.672,5
2022-01-30,茄类,88.028,6
2022-02-01,茄类,18.86,1
2022-02-02,茄类,29.266000000000002,2
2022-02-03,茄类,51.214999999999996,3
2022-02-04,茄类,49.812,4
